Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
98575;Quinault;WA;47.489864;-123.81031;-8;1;47.489864,-123.81031
98303;Anderson Island;WA;47.16438;-122.69584;-8;1;47.16438,-122.69584
98561;Menlo;WA;46.514625;-123.76903;-8;1;46.514625,-123.76903
98150;Seattle;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
98276;Nooksack;WA;48.834208;-122.335734;-8;1;48.834208,-122.335734
98631;Long Beach;WA;46.365773;-124.05022;-8;1;46.365773,-124.05022
98068;Snoqualmie Pass;WA;47.397811;-121.39603;-8;1;47.397811,-121.39603
98925;Easton;WA;47.3042;-121.24849;-8;1;47.3042,-121.24849
98418;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193,-122.113223
98007;Bellevue;WA;47.610935;-122.14104;-8;1;47.610935,-122.14104
98408;Tacoma;WA;47.209021;-122.44498;-8;1;47.209021,-122.44498
98904;Yakima;WA;46.56451;-120.694658;-8;1;46.56451,-120.694658
99030;Rockford;WA;47.463725;-117.11319;-8;1;47.463725,-117.11319
98512;Olympia;WA;46.969793;-122.99802;-8;1;46.969793,-122.99802
98844;Oroville;WA;48.9332;-119.38169;-8;1;48.9332,-119.38169
99185;Wilbur;WA;47.756616;-118.70628;-8;1;47.756616,-118.70628
98857;Warden;WA;46.970666;-119.0672;-8;1;46.970666,-119.0672
98166;Seattle;WA;47.458821;-122.34943;-8;1;47.458821,-122.34943
98460;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193,-122.113223
98508;Olympia;WA;46.978118;-122.702393;-8;1;46.978118,-122.702393
98348;La Grande;WA;47.066193;-122.113223;-8;1;47.066193,-122.113223
99337;Kennewick;WA;46.169982;-119.10456;-8;1;46.169982,-119.10456
98304;Ashford;WA;46.75523;-122.01544;-8;1;46.75523,-122.01544
98310;Bremerton;WA;47.58675;-122.62371;-8;1;47.58675,-122.62371
98339;Port Hadlock;WA;48.036882;-122.7599;-8;1;48.036882,-122.7599
98626;Kelso;WA;46.150433;-122.88566;-8;1;46.150433,-122.88566
98404;Tacoma;WA;47.212421;-122.4156;-8;1;47.212421,-122.4156
98416;Tacoma;WA;47.264577;-122.482076;-8;1;47.264577,-122.482076
98670;Wahkiacus;WA;45.859065;-121.14615;-8;1;45.859065,-121.14615
99218;Spokane;WA;47.751674;-117.4124;-8;1;47.751674,-117.4124
98616;Cougar;WA;46.06517;-122.29411;-8;1;46.06517,-122.29411
99153;Metaline Falls;WA;48.858518;-117.29833;-8;1;48.858518,-117.29833
98177;Seattle;WA;47.740886;-122.36978;-8;1;47.740886,-122.36978
98396;Wilkeson;WA;47.106024;-122.0451;-8;1;47.106024,-122.0451
98683;Vancouver;WA;45.604075;-122.51035;-8;1;45.604075,-122.51035
98355;Mineral;WA;46.711036;-122.0348;-8;1;46.711036,-122.0348
98250;Friday Harbor;WA;48.55113;-123.07563;-8;1;48.55113,-123.07563
98539;Doty;WA;46.637787;-123.2798;-8;1;46.637787,-123.2798
99136;Hay;WA;46.669207;-117.96015;-8;1;46.669207,-117.96015
99066;Deer Park;WA;47.951939;-117.472694;-8;1;47.951939,-117.472694
98236;Clinton;WA;47.962134;-122.40089;-8;1;47.962134,-122.40089
98329;Gig Harbor;WA;47.378121;-122.7222;-8;1;47.378121,-122.7222
99005;Colbert;WA;47.844289;-117.37274;-8;1;47.844289,-117.37274
99202;Spokane;WA;47.656692;-117.37899;-8;1;47.656692,-117.37899
98398;Paradise Inn;WA;47.066193;-122.113223;-8;1;47.066193,-122.113223
98637;Nahcotta;WA;46.514625;-123.76903;-8;1;46.514625,-123.76903
98951;Wapato;WA;46.457731;-120.46721;-8;1;46.457731,-120.46721
98358;Nordland;WA;48.058323;-122.68794;-8;1;48.058323,-122.68794
98522;Adna;WA;46.571323;-123.298384;-8;1;46.571323,-123.298384
98287;Silvana;WA;48.037258;-121.682271;-8;1;48.037258,-121.682271
98104;Seattle;WA;47.60252;-122.32855;-8;1;47.60252,-122.32855
99203;Spokane;WA;47.629091;-117.40636;-8;1;47.629091,-117.40636
99204;Spokane;WA;47.648941;-117.43174;-8;1;47.648941,-117.43174
98075;Sammamish;WA;47.584879;-122.033685;-8;1;47.584879,-122.033685
98535;Copalis Beach;WA;47.118566;-124.16027;-8;1;47.118566,-124.16027
98351;Longbranch;WA;47.200168;-122.77537;-8;1;47.200168,-122.77537
98393;Tracyton;WA;47.626717;-122.649953;-8;1;47.626717,-122.649953
99356;Roosevelt;WA;45.816528;-120.28372;-8;1;45.816528,-120.28372
98132;Seattle;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
98122;Seattle;WA;47.61157;-122.30406;-8;1;47.61157,-122.30406
98644;Seaview;WA;46.332077;-124.05517;-8;1;46.332077,-124.05517
98576;Rainier;WA;46.871178;-122.67573;-8;1;46.871178,-122.67573
99359;Starbuck;WA;46.523206;-118.19393;-8;1;46.523206,-118.19393
98439;Lakewood;WA;47.12562;-122.52294;-8;1;47.12562,-122.52294
98030;Kent;WA;47.369098;-122.192276;-8;1;47.369098,-122.192276
98405;Tacoma;WA;47.248953;-122.46599;-8;1;47.248953,-122.46599
98325;Chimacum;WA;47.974586;-122.78382;-8;1;47.974586,-122.78382
98388;Steilacoom;WA;47.164965;-122.6005;-8;1;47.164965,-122.6005
98036;Lynnwood;WA;47.808816;-122.28394;-8;1;47.808816,-122.28394
98537;Cosmopolis;WA;46.899189;-123.6907;-8;1;46.899189,-123.6907
98367;Port Orchard;WA;47.470971;-122.66335;-8;1;47.470971,-122.66335
98249;Freeland;WA;48.029176;-122.54222;-8;1;48.029176,-122.54222
98624;Ilwaco;WA;46.312541;-124.02968;-8;1;46.312541,-124.02968
98072;Woodinville;WA;47.758786;-122.10205;-8;1;47.758786,-122.10205
98584;Shelton;WA;47.224044;-123.10538;-8;1;47.224044,-123.10538
99147;Lincoln;WA;47.60894;-118.399551;-8;1;47.60894,-118.399551
98920;Brownstown;WA;46.56451;-120.694658;-8;1;46.56451,-120.694658
99006;Deer Park;WA;47.966471;-117.48145;-8;1;47.966471,-117.48145
98252;Granite Falls;WA;48.070852;-121.82242;-8;1;48.070852,-121.82242
98112;Seattle;WA;47.629653;-122.29752;-8;1;47.629653,-122.29752
98378;Retsil;WA;47.687971;-122.729304;-8;1;47.687971,-122.729304
98421;Tacoma;WA;47.250681;-122.41213;-8;1;47.250681,-122.41213
98060;Seattle;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
98526;Amanda Park;WA;47.463965;-124.02938;-8;1;47.463965,-124.02938
98819;Conconully;WA;48.559477;-119.75474;-8;1;48.559477,-119.75474
99159;Odessa;WA;47.338736;-118.70235;-8;1;47.338736,-118.70235
98850;Rock Island;WA;47.360902;-120.11338;-8;1;47.360902,-120.11338
98588;Tahuya;WA;47.433993;-123.02078;-8;1;47.433993,-123.02078
98623;Husum;WA;45.807631;-121.487682;-8;1;45.807631,-121.487682
98642;Ridgefield;WA;45.795825;-122.69804;-8;1;45.795825,-122.69804
99029;Reardan;WA;47.693129;-117.86164;-8;1;47.693129,-117.86164
98333;Fox Island;WA;47.244053;-122.6199;-8;1;47.244053,-122.6199
98675;Yacolt;WA;45.843674;-122.39221;-8;1;45.843674,-122.39221
99363;Wallula;WA;46.059013;-118.88468;-8;1;46.059013,-118.88468
98394;Vaughn;WA;47.336226;-122.78309;-8;1;47.336226,-122.78309
98607;Camas;WA;45.60916;-122.40547;-8;1;45.60916,-122.40547
98612;Cathlamet;WA;46.208318;-123.34624;-8;1;46.208318,-123.34624
98554;Lebam;WA;46.561375;-123.54788;-8;1;46.561375,-123.54788
98253;Greenbank;WA;48.085852;-122.57129;-8;1;48.085852,-122.57129
98950;Vantage;WA;46.880413;-119.98939;-8;1;46.880413,-119.98939
98027;Issaquah;WA;47.522828;-122.02921;-8;1;47.522828,-122.02921
98158;Seattle;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
99333;Hooper;WA;46.838747;-117.644337;-8;1;46.838747,-117.644337
99320;Benton City;WA;46.263399;-119.47909;-8;1;46.263399,-119.47909
98370;Poulsbo;WA;47.743302;-122.63041;-8;1;47.743302,-122.63041
98448;Parkland;WA;47.136544;-122.422431;-8;1;47.136544,-122.422431
98321;Buckley;WA;47.155649;-122.05255;-8;1;47.155649,-122.05255
99037;Veradale;WA;47.643346;-117.19993;-8;1;47.643346,-117.19993
98037;Lynnwood;WA;47.848237;-122.28348;-8;1;47.848237,-122.28348
98843;Orondo;WA;47.745842;-120.09326;-8;1;47.745842,-120.09326
99180;Usk;WA;48.295497;-117.29236;-8;1;48.295497,-117.29236
99125;Endicott;WA;46.941628;-117.7293;-8;1;46.941628,-117.7293
98500;Tumwater;WA;46.985519;-122.907649;-8;1;46.985519,-122.907649
99208;Spokane;WA;47.740491;-117.43916;-8;1;47.740491,-117.43916
98101;Seattle;WA;47.61067;-122.33438;-8;1;47.61067,-122.33438
99302;Pasco;WA;46.234957;-119.094271;-8;1;46.234957,-119.094271
98074;Sammamish;WA;47.625364;-122.045347;-8;1;47.625364,-122.045347
98264;Lynden;WA;48.943476;-122.45723;-8;1;48.943476,-122.45723
98188;Seattle;WA;47.450321;-122.27472;-8;1;47.450321,-122.27472
99104;Belmont;WA;47.079345;-117.176954;-8;1;47.079345,-117.176954
98385;South Prairie;WA;47.138345;-122.09819;-8;1;47.138345,-122.09819
98148;Seattle;WA;47.443756;-122.33068;-8;1;47.443756,-122.33068
98641;Oysterville;WA;46.554;-124.02626;-8;1;46.554,-124.02626
99220;Spokane;WA;47.653568;-117.431742;-8;1;47.653568,-117.431742
98923;Cowiche;WA;46.662006;-120.71558;-8;1;46.662006,-120.71558
98501;Olympia;WA;47.014718;-122.8819;-8;1;47.014718,-122.8819
98853;Stratford;WA;47.417461;-119.28312;-8;1;47.417461,-119.28312
99212;Spokane;WA;47.668926;-117.30668;-8;1;47.668926,-117.30668
98442;Tacoma;WA;47.308061;-122.418495;-8;1;47.308061,-122.418495
98389;South Prairie;WA;47.137872;-122.09356;-8;1;47.137872,-122.09356
98364;Port Gamble;WA;47.854503;-122.59122;-8;1;47.854503,-122.59122
98592;Union;WA;47.33179;-123.07403;-8;1;47.33179,-123.07403
99133;Grand Coulee;WA;47.947097;-119.00713;-8;1;47.947097,-119.00713
98171;Seattle;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
99350;Prosser;WA;46.208571;-119.74507;-8;1;46.208571,-119.74507
98064;Kent;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
98178;Seattle;WA;47.497971;-122.24664;-8;1;47.497971,-122.24664
98569;Ocean Shores;WA;46.983877;-124.15607;-8;1;46.983877,-124.15607
98305;Beaver;WA;48.066605;-124.30909;-8;1;48.066605,-124.30909
98821;Dryden;WA;47.541723;-120.5614;-8;1;47.541723,-120.5614
98266;Maple Falls;WA;48.853213;-122.247881;-8;1;48.853213,-122.247881
98807;Wenatchee;WA;47.905787;-120.520211;-8;1;47.905787,-120.520211
99214;Spokane;WA;47.653568;-117.431742;-8;1;47.653568,-117.431742
99025;Newman Lake;WA;47.751434;-117.06934;-8;1;47.751434,-117.06934
99114;Colville;WA;48.658512;-117.7671;-8;1;48.658512,-117.7671
98056;Renton;WA;47.510739;-122.18372;-8;1;47.510739,-122.18372
99115;Coulee City;WA;47.646132;-119.3827;-8;1;47.646132,-119.3827
99173;Springdale;WA;48.030848;-117.79563;-8;1;48.030848,-117.79563
98335;Gig Harbor;WA;47.301252;-122.60562;-8;1;47.301252,-122.60562
98225;Bellingham;WA;48.747578;-122.48508;-8;1;48.747578,-122.48508
99012;Fairfield;WA;47.383651;-117.18568;-8;1;47.383651,-117.18568
99258;Spokane;WA;47.653568;-117.431742;-8;1;47.653568,-117.431742
98043;Mountlake Terrace;WA;47.790969;-122.30539;-8;1;47.790969,-122.30539
98129;Seattle;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
99164;Pullman;WA;46.838747;-117.644337;-8;1;46.838747,-117.644337
98067;Bellevue;WA;47.617634;-122.140193;-8;1;47.617634,-122.140193
98366;Port Orchard;WA;47.53587;-122.59905;-8;1;47.53587,-122.59905
98258;Lake Stevens;WA;48.028355;-122.06327;-8;1;48.028355,-122.06327
98290;Snohomish;WA;47.930902;-122.03976;-8;1;47.930902,-122.03976
98203;Everett;WA;47.943468;-122.21792;-8;1;47.943468,-122.21792
98323;Carbonado;WA;47.035525;-121.951;-8;1;47.035525,-121.951
98570;Onalaska;WA;46.593526;-122.65346;-8;1;46.593526,-122.65346
98610;Carson;WA;45.801513;-121.91147;-8;1;45.801513,-121.91147
99031;Spangle;WA;47.432691;-117.37449;-8;1;47.432691,-117.37449
98485;South Prairie;WA;47.140655;-122.100892;-8;1;47.140655,-122.100892
98022;Enumclaw;WA;47.193729;-121.91915;-8;1;47.193729,-121.91915
98667;Vancouver;WA;45.801586;-122.520347;-8;1;45.801586,-122.520347
99040;Wellpinit;WA;47.863857;-118.03661;-8;1;47.863857,-118.03661
98114;Seattle;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
98278;Oak Harbor;WA;48.310127;-122.655862;-8;1;48.310127,-122.655862
98093;Federal Way;WA;47.311041;-122.113791;-8;1;47.311041,-122.113791
98115;Seattle;WA;47.68382;-122.30122;-8;1;47.68382,-122.30122
98395;Wauna;WA;47.266017;-122.832799;-8;1;47.266017,-122.832799
99151;Marcus;WA;48.664206;-118.06417;-8;1;48.664206,-118.06417
99260;Spokane;WA;47.653568;-117.431742;-8;1;47.653568,-117.431742
98273;Mount Vernon;WA;48.414576;-122.35196;-8;1;48.414576,-122.35196
98907;Yakima;WA;46.628757;-120.573967;-8;1;46.628757,-120.573967
98447;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193,-122.113223
99014;Four Lakes;WA;47.55988;-117.595751;-8;1;47.55988,-117.595751
99131;Gifford;WA;48.290089;-118.09326;-8;1;48.290089,-118.09326
98552;Humptulips;WA;47.355226;-123.90189;-8;1;47.355226,-123.90189
98832;Marlin;WA;47.290624;-119.03268;-8;1;47.290624,-119.03268
99139;Ione;WA;48.736168;-117.4111;-8;1;48.736168,-117.4111
99163;Pullman;WA;46.732705;-117.18648;-8;1;46.732705,-117.18648
98823;Ephrata;WA;47.297368;-119.57129;-8;1;47.297368,-119.57129
99161;Palouse;WA;46.905132;-117.10575;-8;1;46.905132,-117.10575
98528;Belfair;WA;47.445292;-122.88417;-8;1;47.445292,-122.88417
98541;Elma;WA;47.03575;-123.40713;-8;1;47.03575,-123.40713
98374;Puyallup;WA;47.140045;-122.26012;-8;1;47.140045,-122.26012
98831;Manson;WA;47.915227;-120.12934;-8;1;47.915227,-120.12934
98208;Everett;WA;47.893451;-122.19797;-8;1;47.893451,-122.19797
99344;Othello;WA;46.843397;-119.17443;-8;1;46.843397,-119.17443
98380;Seabeck;WA;47.596122;-122.89456;-8;1;47.596122,-122.89456
98902;Yakima;WA;46.595248;-120.53102;-8;1;46.595248,-120.53102
98020;Edmonds;WA;47.803668;-122.37096;-8;1;47.803668,-122.37096
98814;Carlton;WA;48.231421;-120.12065;-8;1;48.231421,-120.12065
98847;Peshastin;WA;47.552462;-120.60457;-8;1;47.552462,-120.60457
98155;Seattle;WA;47.753019;-122.30373;-8;1;47.753019,-122.30373
98862;Winthrop;WA;48.488543;-120.24261;-8;1;48.488543,-120.24261
98450;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193,-122.113223
99321;Beverly;WA;46.834349;-119.93088;-8;1;46.834349,-119.93088
98229;Bellingham;WA;48.725417;-122.435478;-8;1;48.725417,-122.435478
99123;Electric City;WA;47.907923;-119.06531;-8;1;47.907923,-119.06531
98516;Olympia;WA;47.085046;-122.78376;-8;1;47.085046,-122.78376
98502;Olympia;WA;47.071484;-122.97702;-8;1;47.071484,-122.97702
99143;Lacrosse;WA;46.792982;-117.91313;-8;1;46.792982,-117.91313
98288;Skykomish;WA;47.658047;-121.41445;-8;1;47.658047,-121.41445
98233;Burlington;WA;48.486892;-122.33366;-8;1;48.486892,-122.33366
99155;Nespelem;WA;48.17266;-119.00126;-8;1;48.17266,-119.00126
98038;Maple Valley;WA;47.381989;-122.03553;-8;1;47.381989,-122.03553
98154;Seattle;WA;47.60632;-122.33357;-8;1;47.60632,-122.33357
98845;Palisades;WA;47.466573;-119.82091;-8;1;47.466573,-119.82091
99154;Mohler;WA;47.376884;-118.3799;-8;1;47.376884,-118.3799
98283;Rockport;WA;48.509814;-121.48418;-8;1;48.509814,-121.48418
98497;Lakewood;WA;47.066193;-122.113223;-8;1;47.066193,-122.113223
98668;Vancouver;WA;45.801586;-122.520347;-8;1;45.801586,-122.520347
98557;Mccleary;WA;47.054419;-123.2739;-8;1;47.054419,-123.2739
98277;Oak Harbor;WA;48.303774;-122.65093;-8;1;48.303774,-122.65093
98524;Allyn;WA;47.374343;-122.8388;-8;1;47.374343,-122.8388
99166;Republic;WA;48.657684;-118.72647;-8;1;48.657684,-118.72647
98223;Arlington;WA;48.203856;-122.05288;-8;1;48.203856,-122.05288
98802;East Wenatchee;WA;47.436898;-120.25742;-8;1;47.436898,-120.25742
98651;Underwood;WA;45.730656;-121.57558;-8;1;45.730656,-121.57558
98481;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193,-122.113223
98852;Stehekin;WA;48.494944;-120.73348;-8;1;48.494944,-120.73348
99036;Valleyford;WA;47.52507;-117.27054;-8;1;47.52507,-117.27054
98204;Everett;WA;47.90296;-122.25064;-8;1;47.90296,-122.25064
99015;Freeman;WA;47.653568;-117.431742;-8;1;47.653568,-117.431742
98035;Kent;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
98620;Goldendale;WA;45.846697;-120.75703;-8;1;45.846697,-120.75703
99205;Spokane;WA;47.69399;-117.43979;-8;1;47.69399,-117.43979
98941;Roslyn;WA;47.224876;-120.99286;-8;1;47.224876,-120.99286
98580;Roy;WA;46.954282;-122.48754;-8;1;46.954282,-122.48754
99169;Ritzville;WA;47.107228;-118.43136;-8;1;47.107228,-118.43136
98026;Edmonds;WA;47.821568;-122.33651;-8;1;47.821568,-122.33651
98002;Auburn;WA;47.304221;-122.21602;-8;1;47.304221,-122.21602
98327;Dupont;WA;47.088719;-122.64326;-8;1;47.088719,-122.64326
98531;Centralia;WA;46.728383;-122.95142;-8;1;46.728383,-122.95142
98352;Sumner;WA;47.066193;-122.113223;-8;1;47.066193,-122.113223
98372;Puyallup;WA;47.198591;-122.27131;-8;1;47.198591,-122.27131
98224;Baring;WA;47.763755;-121.47607;-8;1;47.763755,-121.47607
98381;Sekiu;WA;48.283826;-124.37144;-8;1;48.283826,-124.37144
98628;Klickitat;WA;45.82786;-121.09804;-8;1;45.82786,-121.09804
98220;Acme;WA;48.681582;-122.1977;-8;1;48.681582,-122.1977
99111;Colfax;WA;46.875136;-117.4092;-8;1;46.875136,-117.4092
98271;Marysville;WA;48.093129;-122.21614;-8;1;48.093129,-122.21614
98008;Bellevue;WA;47.609222;-122.1155;-8;1;47.609222,-122.1155
98409;Tacoma;WA;47.208987;-122.48053;-8;1;47.208987,-122.48053
98684;Vancouver;WA;45.627459;-122.52023;-8;1;45.627459,-122.52023
98653;Lyle;WA;45.694098;-121.286091;-8;1;45.694098,-121.286091
98498;Lakewood;WA;47.16062;-122.55877;-8;1;47.16062,-122.55877
98948;Toppenish;WA;46.35653;-120.33462;-8;1;46.35653,-120.33462
98207;Everett;WA;48.037258;-121.682271;-8;1;48.037258,-121.682271
98558;Mckenna;WA;46.955863;-122.55585;-8;1;46.955863,-122.55585
98330;Elbe;WA;46.761546;-122.17858;-8;1;46.761546,-122.17858
99009;Elk;WA;48.041663;-117.24891;-8;1;48.041663,-117.24891
99330;Eltopia;WA;46.467186;-119.06888;-8;1;46.467186,-119.06888
99338;Kennewick;WA;46.192356;-119.23982;-8;1;46.192356,-119.23982
98953;Zillah;WA;46.418933;-120.26699;-8;1;46.418933,-120.26699
98373;Puyallup;WA;47.147862;-122.31864;-8;1;47.147862,-122.31864
98509;Lacey;WA;46.978118;-122.702393;-8;1;46.978118,-122.702393
98031;Kent;WA;47.388461;-122.19644;-8;1;47.388461,-122.19644
98632;Longview;WA;46.156082;-122.98043;-8;1;46.156082,-122.98043
99332;Hatton;WA;46.776386;-118.82892;-8;1;46.776386,-118.82892
99348;Prescott;WA;46.408852;-118.44876;-8;1;46.408852,-118.44876
98946;Thorp;WA;47.087352;-120.71232;-8;1;47.087352,-120.71232
98621;Grays River;WA;46.348706;-123.58307;-8;1;46.348706,-123.58307
98834;Methow;WA;48.138528;-120.02851;-8;1;48.138528,-120.02851
98161;Seattle;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
99216;Spokane;WA;47.665819;-117.21699;-8;1;47.665819,-117.21699
98205;Everett;WA;47.993436;-122.12723;-8;1;47.993436,-122.12723
98991;Roslyn;WA;47.221837;-120.993126;-8;1;47.221837,-120.993126
98055;Renton;WA;47.467422;-122.21005;-8;1;47.467422,-122.21005
99536;Kennewick;WA;46.216706;-119.160173;-8;1;46.216706,-119.160173
98238;Conway;WA;48.337796;-122.34517;-8;1;48.337796,-122.34517
98061;Rollingbay;WA;47.680763;-122.576199;-8;1;47.680763,-122.576199
98540;East Olympia;WA;46.978118;-122.702393;-8;1;46.978118,-122.702393
98801;Wenatchee;WA;47.425497;-120.32881;-8;1;47.425497,-120.32881
98828;Malaga;WA;47.333821;-120.19929;-8;1;47.333821,-120.19929
98909;Yakima;WA;46.637538;-120.794978;-8;1;46.637538,-120.794978
98837;Moses Lake;WA;47.133606;-119.28455;-8;1;47.133606,-119.28455
98939;Parker;WA;46.56451;-120.694658;-8;1;46.56451,-120.694658
98826;Leavenworth;WA;47.728186;-120.73874;-8;1;47.728186,-120.73874
98070;Vashon;WA;47.416198;-122.46821;-8;1;47.416198,-122.46821
99228;Spokane;WA;47.653568;-117.431742;-8;1;47.653568,-117.431742
98256;Index;WA;47.84138;-121.50689;-8;1;47.84138,-121.50689
98444;Tacoma;WA;47.153571;-122.4485;-8;1;47.153571,-122.4485
99345;Paterson;WA;45.922025;-119.67687;-8;1;45.922025,-119.67687
98185;Seattle;WA;47.432251;-121.803388;-8;1;47.432251,-121.803388
99026;Nine Mile Falls;WA;47.801194;-117.59325;-8;1;47.801194,-117.59325
98859;Wauconda;WA;48.810894;-118.93303;-8;1;48.810894,-118.93303
98241;Darrington;WA;48.265483;-121.56075;-8;1;48.265483,-121.56075
98603;Ariel;WA;46.001752;-122.45624;-8;1;46.001752,-122.45624
98320;Brinnon;WA;47.705616;-122.92868;-8;1;47.705616,-122.92868
98362;Port Angeles;WA;48.097144;-123.40628;-8;1;48.097144,-123.40628
